Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2,Genebiotype,Genesymbol
ENSG00000121892,9946,11237,9623,9123,3840,1231,1466,4122,protein_coding,PDS5A
ENSG00000121895,0,6,3,1,2975,944,1232,3172,protein_coding,TMEM156
ENSG00000121897,414,482,952,858,75,40,57,176,protein_coding,LIAS
ENSG00000121898,0,2,7,6,2,0,0,0,protein_coding,CPXM2
ENSG00000121900,1804,2333,1802,3080,616,251,412,1127,protein_coding,TMEM54
ENSG00000121903,1067,1120,754,860,0,0,0,0,protein_coding,ZSCAN20
ENSG00000121904,2,3,0,7,97,26,40,102,protein_coding,CSMD2
ENSG00000121905,4,22,11,9,8,1,2,7,protein_coding,HPCA
ENSG00000121931,1081,1249,1067,1022,571,188,241,712,protein_coding,LRIF1
ENSG00000121933,2,2,0,0,1,0,0,1,protein_coding,TMIGD3
ENSG00000121940,1900,2355,2994,3281,319,81,151,445,protein_coding,CLCC1
ENSG00000121957,1222,1365,1152,1262,1962,667,642,1668,protein_coding,GPSM2
ENSG00000121964,334,395,524,634,377,150,158,413,protein_coding,GTDC1
ENSG00000121966,116,147,30,31,144,46,6,24,protein_coding,CXCR4
ENSG00000121988,251,275,540,566,300,113,150,412,protein_coding,ZRANB3
ENSG00000121989,411,448,466,525,566,186,196,534,protein_coding,ACVR2A
ENSG00000122008,2080,2263,2280,2586,356,117,179,468,protein_coding,POLK
ENSG00000122012,52,84,268,270,2,1,0,1,protein_coding,SV2C
ENSG00000122025,8,12,29,41,100,44,62,161,protein_coding,FLT3
ENSG00000122026,8309,8690,9886,12850,1205,269,280,593,protein_coding,RPL21
ENSG00000122033,1563,1564,1667,1905,352,124,137,382,protein_coding,MTIF3
ENSG00000122034,3017,3399,2920,3773,4794,1735,1885,4787,protein_coding,GTF3A
ENSG00000122035,20,26,25,28,90,23,29,83,protein_coding,RASL11A
ENSG00000122042,1106,1215,1216,1493,596,195,208,568,protein_coding,UBL3
ENSG00000122068,5673,6566,5624,5896,1979,628,657,1888,protein_coding,FYTTD1
ENSG00000122085,10945,11989,4931,5756,97,36,57,150,protein_coding,MTERF4
ENSG00000122121,0,0,0,0,0,0,0,0,protein_coding,XPNPEP2
ENSG00000122122,0,1,3,1,1,0,0,1,protein_coding,SASH3
ENSG00000122126,3684,4137,3012,3500,1630,598,724,1963,protein_coding,OCRL
ENSG00000122133,9,6,15,15,4,0,0,2,protein_coding,PAEP
ENSG00000122136,2,2,9,5,0,0,0,0,protein_coding,OBP2A
ENSG00000122140,1087,1238,1264,2051,753,329,416,1001,protein_coding,MRPS2
ENSG00000122145,1,3,0,1,0,0,0,0,protein_coding,TBX22
ENSG00000122176,2,2,3,11,1,0,0,0,protein_coding,FMOD
ENSG00000122180,6,1,0,0,1,0,0,0,protein_coding,MYOG
ENSG00000122188,0,0,3,3,0,1,0,1,protein_coding,LAX1
ENSG00000122194,1,2,1,3,0,1,1,1,protein_coding,PLG
ENSG00000122203,4530,4802,3740,4630,2091,790,959,2688,protein_coding,KIAA1191
ENSG00000122218,5379,6147,6326,7480,7019,2570,2519,6543,protein_coding,COPA
ENSG00000122223,0,0,0,0,1,0,0,1,protein_coding,CD244
ENSG00000122224,0,0,4,0,0,0,1,0,protein_coding,LY9
ENSG00000122254,0,0,0,0,0,0,0,0,protein_coding,HS3ST2
ENSG00000122257,7087,8396,7255,7918,2458,709,699,2028,protein_coding,RBBP6
ENSG00000122299,2609,3227,2380,2438,215,62,78,201,protein_coding,ZC3H7A
ENSG00000122304,0,0,0,0,0,0,0,0,protein_coding,PRM2
ENSG00000122335,221,222,116,119,301,104,134,328,protein_coding,SERAC1
ENSG00000122359,2831,3285,2699,3686,5338,1879,2520,6400,protein_coding,ANXA11
ENSG00000122367,29,19,23,18,11,3,14,42,protein_coding,LDB3
ENSG00000122375,0,0,0,0,0,0,0,0,protein_coding,OPN4
ENSG00000122376,1149,1343,999,1106,491,145,194,520,protein_coding,SHLD2
ENSG00000122378,222,236,215,343,0,1,0,0,protein_coding,PRXL2A
ENSG00000122386,240,298,190,283,97,32,51,123,protein_coding,ZNF205
ENSG00000122390,2851,3314,2042,2660,310,114,158,405,protein_coding,NAA60
ENSG00000122406,25457,27390,32713,39173,14966,4943,5080,13439,protein_coding,RPL5
ENSG00000122417,1914,2331,1890,1967,1440,496,389,1003,protein_coding,ODF2L
ENSG00000122420,1827,2472,3329,3414,8,6,2,14,protein_coding,PTGFR
ENSG00000122432,130,148,67,61,7,3,4,17,protein_coding,SPATA1
ENSG00000122435,1100,1260,1908,1905,489,172,209,596,protein_coding,TRMT13
ENSG00000122477,41,60,42,50,23,10,7,19,protein_coding,LRRC39
ENSG00000122481,154,244,192,218,70,11,51,71,protein_coding,RWDD3
ENSG00000122482,5979,7122,6093,6208,8092,2476,2217,6539,protein_coding,ZNF644
ENSG00000122483,1114,1217,1340,1225,1835,624,621,1639,protein_coding,CCDC18
ENSG00000122484,1721,2136,2442,2498,805,257,395,1021,protein_coding,RPAP2
ENSG00000122490,782,944,797,1160,86,34,53,149,protein_coding,SLC66A2
ENSG00000122507,412,525,646,791,506,159,189,532,protein_coding,BBS9
ENSG00000122512,1591,1875,2097,2230,454,185,270,683,protein_coding,PMS2
ENSG00000122515,4118,4100,2036,3249,888,337,261,653,protein_coding,ZMIZ2
ENSG00000122543,0,1,0,0,0,0,0,1,protein_coding,OCM
ENSG00000122545,5795,6435,4602,4804,3455,1127,861,2453,protein_coding,SEPTIN7
ENSG00000122547,903,1029,608,973,450,220,130,356,protein_coding,EEPD1
ENSG00000122550,1249,1349,896,1054,328,87,135,332,protein_coding,KLHL7
ENSG00000122557,991,988,1060,1090,804,316,259,788,protein_coding,HERPUD2
ENSG00000122565,14139,15719,14688,14937,3644,1193,1152,3077,protein_coding,CBX3
ENSG00000122566,70957,78363,75097,89036,28662,8644,8505,23292,protein_coding,HNRNPA2B1
ENSG00000122574,10,3,14,11,115,54,57,224,protein_coding,WIPF3
ENSG00000122584,0,0,0,0,0,1,0,0,protein_coding,NXPH1
ENSG00000122585,0,0,0,0,13,4,8,12,protein_coding,NPY
ENSG00000122591,908,1102,1389,1528,1156,353,416,1183,protein_coding,FAM126A
ENSG00000122592,0,0,0,3,0,1,1,3,protein_coding,HOXA7
ENSG00000122641,4,1,3,2,1553,674,615,1674,protein_coding,INHBA
ENSG00000122642,918,1014,888,1165,733,257,224,602,protein_coding,FKBP9
ENSG00000122643,752,799,810,809,307,99,110,260,protein_coding,NT5C3A
ENSG00000122644,136,170,148,203,407,109,94,201,protein_coding,ARL4A
ENSG00000122674,297,306,241,351,97,27,39,95,protein_coding,CCZ1
ENSG00000122678,832,948,648,891,1046,387,349,876,protein_coding,POLM
ENSG00000122679,0,0,0,0,0,0,0,0,protein_coding,RAMP3
ENSG00000122687,3,11,3,11,4,2,0,2,protein_coding,MRM2
ENSG00000122691,821,1170,582,635,206,77,91,213,protein_coding,TWIST1
ENSG00000122692,5261,6060,5657,6677,1659,495,618,1660,protein_coding,SMU1
ENSG00000122694,425,422,634,910,133,47,47,126,protein_coding,GLIPR2
ENSG00000122696,197,359,317,203,647,196,192,449,protein_coding,SLC25A51
ENSG00000122705,5046,5775,6474,7945,2281,832,875,2551,protein_coding,CLTA
ENSG00000122707,366,346,273,304,347,130,123,335,protein_coding,RECK
ENSG00000122711,0,0,0,0,0,0,0,1,protein_coding,SPINK4
ENSG00000122728,47,79,59,66,2,2,1,2,protein_coding,TAF1L
ENSG00000122729,2474,2673,3050,3926,1630,572,694,1897,protein_coding,ACO1
ENSG00000122733,2,2,5,2,3,3,5,9,protein_coding,PHF24
ENSG00000122735,44,61,26,30,8,3,2,4,protein_coding,DNAI1
ENSG00000122741,1223,1344,1379,1534,743,277,285,794,protein_coding,DCAF10
ENSG00000122756,69,82,5,8,72,17,11,33,protein_coding,CNTFR
ENSG00000122778,1833,2117,1160,1465,349,127,181,486,protein_coding,KIAA1549
ENSG00000122779,5836,6642,4751,5348,1292,435,465,1328,protein_coding,TRIM24
ENSG00000122783,356,433,628,742,108,54,78,201,protein_coding,CYREN
ENSG00000122786,12217,13709,21267,22168,1796,583,567,1698,protein_coding,CALD1
ENSG00000122787,9,15,18,27,1,0,0,2,protein_coding,AKR1D1
ENSG00000122824,23,46,14,21,147,49,60,196,protein_coding,NUDT10
ENSG00000122852,20,21,30,37,0,0,0,0,protein_coding,SFTPA1
ENSG00000122859,2,0,0,0,0,0,0,0,protein_coding,NEUROG3
ENSG00000122861,0,0,4,0,11734,5021,5037,13444,protein_coding,PLAU
ENSG00000122862,4,5,12,9,3268,1061,1099,3153,protein_coding,SRGN
ENSG00000122863,359,454,303,353,138,48,72,179,protein_coding,CHST3
ENSG00000122870,1,0,1,4,2405,690,585,1783,protein_coding,BICC1
ENSG00000122873,723,894,986,1431,887,280,356,1037,protein_coding,CISD1
ENSG00000122877,3,3,4,5,33,18,8,27,protein_coding,EGR2
ENSG00000122882,2202,2723,2218,2596,3676,1295,1601,4620,protein_coding,ECD
ENSG00000122884,10667,11834,3443,4381,20755,7070,2507,6412,protein_coding,P4HA1
ENSG00000122912,1123,1330,1990,2379,520,154,206,543,protein_coding,SLC25A16
ENSG00000122952,4627,5570,5605,6135,5947,2023,2169,5642,protein_coding,ZWINT
ENSG00000122958,2683,3257,2952,3548,1475,513,570,1570,protein_coding,VPS26A
ENSG00000122965,592,708,667,777,203,50,132,326,protein_coding,RBM19
ENSG00000122966,2274,2424,1741,1876,1385,511,574,1530,protein_coding,CIT
ENSG00000122970,2298,2595,1881,1844,469,150,132,384,protein_coding,IFT81
ENSG00000122971,183,214,233,539,46,18,33,61,protein_coding,ACADS
ENSG00000122986,11,25,22,33,5,2,3,9,protein_coding,HVCN1
ENSG00000123064,3412,3798,3758,5350,418,157,323,804,protein_coding,DDX54
ENSG00000123066,3739,3971,2369,2738,2181,686,784,2223,protein_coding,MED13L
ENSG00000123080,1501,1748,1274,1700,702,240,258,728,protein_coding,CDKN2C
ENSG00000123091,7522,8557,7106,7944,612,148,156,546,protein_coding,RNF11
ENSG00000123094,350,369,420,454,9014,2566,1696,4864,protein_coding,RASSF8
ENSG00000123095,370,385,174,221,7134,2348,1711,5065,protein_coding,BHLHE41
ENSG00000123096,0,0,0,1,705,255,188,636,protein_coding,SSPN
ENSG00000123104,421,498,775,669,4179,1162,758,2025,protein_coding,ITPR2
ENSG00000123106,1605,1864,1622,1509,1099,322,278,957,protein_coding,CCDC91
ENSG00000123119,3,4,1,4,11,1,1,3,protein_coding,NECAB1
ENSG00000123124,5713,6633,5325,5468,4430,1330,1324,3545,protein_coding,WWP1
ENSG00000123130,1155,1525,1144,1281,1467,480,420,1226,protein_coding,ACOT9
ENSG00000123131,3203,3782,3042,3826,5002,1714,1406,3532,protein_coding,PRDX4
ENSG00000123136,1581,1989,1700,2070,499,177,296,772,protein_coding,DDX39A
ENSG00000123143,2906,3413,2365,4322,1500,543,961,2266,protein_coding,PKN1
ENSG00000123144,4345,5093,4820,7467,1276,478,602,1569,protein_coding,TRIR
ENSG00000123146,409,513,454,730,1021,344,174,589,protein_coding,ADGRE5
ENSG00000123154,155,178,168,254,22,11,17,45,protein_coding,WDR83
ENSG00000123159,2660,3047,2268,3057,1346,579,752,1801,protein_coding,GIPC1
ENSG00000123165,5,11,4,7,0,0,0,0,protein_coding,ACTRT1
ENSG00000123171,0,0,0,1,4,0,0,7,protein_coding,CCDC70
ENSG00000123178,1093,1265,1148,1376,216,93,82,210,protein_coding,SPRYD7
ENSG00000123179,717,1001,1116,1254,239,92,101,265,protein_coding,EBPL
ENSG00000123191,541,597,392,518,143,41,60,146,protein_coding,ATP7B
ENSG00000123200,9108,10542,8641,9681,236,75,102,293,protein_coding,ZC3H13
ENSG00000123213,2812,3310,4911,5342,403,120,233,569,protein_coding,NLN
ENSG00000123219,735,743,925,915,150,45,45,128,protein_coding,CENPK
ENSG00000123240,817,919,421,684,1331,473,349,1080,protein_coding,OPTN
ENSG00000123243,0,5,0,1,0,0,0,0,protein_coding,ITIH5
ENSG00000123268,1745,1873,1509,1688,595,225,233,565,protein_coding,ATF1
ENSG00000123297,17,35,25,34,18,2,13,26,protein_coding,TSFM
ENSG00000123307,0,0,0,0,0,0,1,0,protein_coding,NEUROD4
ENSG00000123329,10,11,33,44,5,2,1,0,protein_coding,ARHGAP9
ENSG00000123338,2,0,5,2,0,0,0,1,protein_coding,NCKAP1L
ENSG00000123342,1,3,2,5,40,14,11,32,protein_coding,MMP19
ENSG00000123349,310,433,233,291,189,49,46,159,protein_coding,PFDN5
ENSG00000123352,1909,2049,2001,2209,1876,630,434,1146,protein_coding,SPATS2
ENSG00000123353,456,646,695,892,254,105,81,234,protein_coding,ORMDL2
ENSG00000123358,733,684,299,428,59,26,29,70,protein_coding,NR4A1
ENSG00000123360,2,1,2,3,20,4,15,29,protein_coding,PDE1B
ENSG00000123364,574,563,244,351,167,37,80,223,protein_coding,HOXC13
ENSG00000123374,1694,1997,2016,2287,1250,437,495,1275,protein_coding,CDK2
ENSG00000123384,4573,4445,1146,1286,1422,568,182,485,protein_coding,LRP1
ENSG00000123388,3,0,3,6,17,11,23,39,protein_coding,HOXC11
ENSG00000123395,426,444,288,563,173,60,91,237,protein_coding,ATG101
ENSG00000123405,0,1,3,0,11,1,12,28,protein_coding,NFE2
ENSG00000123407,179,214,227,324,2,0,1,2,protein_coding,HOXC12
ENSG00000123411,376,345,316,327,74,26,43,109,protein_coding,IKZF4
ENSG00000123415,772,851,842,1102,254,104,145,346,protein_coding,SMUG1
ENSG00000123416,4531,4731,4004,5657,4343,1606,2279,5486,protein_coding,TUBA1B
ENSG00000123427,243,257,185,289,169,74,85,168,protein_coding,EEF1AKMT3
ENSG00000123444,191,239,213,217,70,14,35,81,protein_coding,KBTBD4
ENSG00000123453,0,0,3,1,26,8,9,23,protein_coding,SARDH
ENSG00000123454,0,0,0,0,0,1,0,1,protein_coding,DBH
ENSG00000123472,6660,7748,9505,11231,1603,538,775,2119,protein_coding,ATPAF1
ENSG00000123473,1658,1797,1850,1767,1638,566,595,1722,protein_coding,STIL
ENSG00000123485,3758,4478,3707,3847,840,301,451,1322,protein_coding,HJURP
ENSG00000123496,0,2,4,1,5,7,0,6,protein_coding,IL13RA2
ENSG00000123500,9,9,4,4,20,5,4,18,protein_coding,COL10A1
ENSG00000123505,118429,141795,42560,44989,1717,468,863,2220,protein_coding,AMD1
ENSG00000123545,521,684,813,857,279,87,190,486,protein_coding,NDUFAF4
ENSG00000123552,901,1123,1163,1041,557,190,189,602,protein_coding,USP45
ENSG00000123560,25,15,1,5,0,1,0,1,protein_coding,PLP1
ENSG00000123561,0,2,1,0,0,0,0,0,protein_coding,SERPINA7
ENSG00000123562,18785,21276,19969,22897,8777,2889,2604,7409,protein_coding,MORF4L2
ENSG00000123569,6,4,5,7,1,0,0,0,protein_coding,H2BW1
ENSG00000123570,39,59,44,66,168,56,47,142,protein_coding,RAB9B
ENSG00000123572,0,0,1,0,22,6,11,23,protein_coding,NRK
ENSG00000123575,3964,4725,3410,3527,1191,348,321,948,protein_coding,FAM199X
ENSG00000123576,0,0,0,0,0,0,0,0,protein_coding,ESX1
ENSG00000123584,0,0,0,0,0,0,0,0,protein_coding,MAGEA9
ENSG00000123594,0,0,0,0,0,0,0,0,protein_coding,ATXN3L
ENSG00000123595,1804,2103,1092,1089,1432,422,412,1114,protein_coding,RAB9A
ENSG00000123600,1129,1427,1480,1686,333,110,163,495,protein_coding,METTL8
ENSG00000123607,3599,4347,3874,3712,2101,714,844,2248,protein_coding,TTC21B
ENSG00000123609,5,8,30,58,326,120,201,570,protein_coding,NMI
ENSG00000123610,0,0,0,0,0,0,0,0,protein_coding,TNFAIP6
ENSG00000123612,13,5,8,11,23,1,9,19,protein_coding,ACVR1C
ENSG00000123636,686,801,704,820,514,153,178,625,protein_coding,BAZ2B
ENSG00000123643,341,416,392,539,130,42,66,166,protein_coding,SLC36A1
ENSG00000123684,2310,2502,2555,2791,3300,1149,1211,3406,protein_coding,LPGAT1
ENSG00000123685,10,12,20,25,23,8,31,60,protein_coding,BATF3
ENSG00000123689,0,0,0,0,103,38,48,174,protein_coding,G0S2
ENSG00000123700,10,9,24,16,40,3,25,72,protein_coding,KCNJ2
ENSG00000123728,909,1020,933,922,938,293,279,746,protein_coding,RAP2C
ENSG00000123737,2077,2289,2738,2806,398,117,162,435,protein_coding,EXOSC9
ENSG00000123739,1039,1153,1532,1712,185,43,73,184,protein_coding,PLA2G12A
ENSG00000123810,29,42,26,39,19,7,7,25,protein_coding,B9D2
ENSG00000123815,832,956,647,897,123,51,50,138,protein_coding,COQ8B
ENSG00000123836,1062,1250,1388,1508,83,27,56,150,protein_coding,PFKFB2
ENSG00000123838,1,1,0,2,0,0,0,0,protein_coding,C4BPA
ENSG00000123843,1,2,1,1,0,0,0,1,protein_coding,C4BPB
ENSG00000123892,2,2,1,3,2,1,0,2,protein_coding,RAB38
ENSG00000123901,1,3,7,7,3,1,1,4,protein_coding,GPR83
ENSG00000123908,4378,5165,4033,4301,5510,1865,1841,4677,protein_coding,AGO2
ENSG00000123933,3040,3593,2919,4394,636,204,264,603,protein_coding,MXD4
ENSG00000123975,2155,2403,2550,3494,1355,489,755,1805,protein_coding,CKS2
ENSG00000123977,0,0,0,0,26,5,6,17,protein_coding,DAW1
ENSG00000123983,72134,89253,57262,65064,6737,2236,2497,7339,protein_coding,ACSL3
ENSG00000123989,1327,1437,1276,2881,777,274,321,807,protein_coding,CHPF
ENSG00000123992,900,994,964,1510,706,261,376,951,protein_coding,DNPEP
ENSG00000123999,11,4,4,3,118,40,5,17,protein_coding,INHA
ENSG00000124003,1,0,0,2,0,0,0,0,protein_coding,MOGAT1
ENSG00000124006,230,272,64,88,1566,566,298,775,protein_coding,OBSL1
ENSG00000124019,0,1,0,0,0,0,0,0,protein_coding,FAM124B
ENSG00000124067,90,86,61,125,374,126,146,359,protein_coding,SLC12A4
ENSG00000124074,477,641,481,588,43,12,26,51,protein_coding,ENKD1
ENSG00000124089,0,1,0,0,0,0,0,0,protein_coding,MC3R
ENSG00000124091,26,23,17,22,8,2,5,21,protein_coding,GCNT7
ENSG00000124092,0,2,4,2,0,0,1,0,protein_coding,CTCFL
ENSG00000124098,10576,11747,11252,14361,2140,806,997,2731,protein_coding,FAM210B
ENSG00000124102,10,4,4,2,226,88,57,188,protein_coding,PI3
ENSG00000124103,0,4,1,1,1,1,1,1,protein_coding,FAM209A
ENSG00000124104,134,130,164,311,441,178,146,380,protein_coding,SNX21
ENSG00000124107,1652,2064,323,452,1811,737,731,2089,protein_coding,SLPI
ENSG00000124116,21,23,11,27,197,85,37,99,protein_coding,WFDC3
ENSG00000124120,1165,1463,1591,1666,1446,525,680,1777,protein_coding,TTPAL
ENSG00000124126,101,63,3,3,729,249,268,724,protein_coding,PREX1
ENSG00000124134,3,3,2,2,14,4,4,6,protein_coding,KCNS1
ENSG00000124140,0,1,1,3,215,89,93,445,protein_coding,SLC12A5
ENSG00000124143,1,1,0,2,0,0,0,2,protein_coding,ARHGAP40
ENSG00000124145,1329,1406,1195,1735,7882,3160,1927,4888,protein_coding,SDC4
ENSG00000124151,1628,2005,1759,1794,5199,1682,1501,4292,protein_coding,NCOA3
ENSG00000124155,4894,5219,4498,6429,4196,1535,1710,4731,protein_coding,PIGT
ENSG00000124157,700,1049,31,51,0,0,0,0,protein_coding,SEMG2
ENSG00000124159,1,3,8,2,4,0,0,6,protein_coding,MATN4
ENSG00000124160,2190,2862,2788,3728,3167,1002,977,2797,protein_coding,NCOA5
ENSG00000124164,4765,5863,6009,6743,4063,1400,1099,3300,protein_coding,VAPB
ENSG00000124171,234,223,227,261,273,109,140,417,protein_coding,PARD6B
ENSG00000124172,8232,9032,9494,12814,926,312,344,951,protein_coding,ATP5F1E
ENSG00000124177,5630,6705,4477,4653,2900,926,922,2519,protein_coding,CHD6
ENSG00000124181,7095,7948,3323,4205,2135,713,682,1898,protein_coding,PLCG1
